timestamp,direction,srcIP,srcPort,dstIP,dstPort,packetsize,frac
1413296664.498082,c2s,10.0.2.15,53469,173.194.68.84,443,186,0.0
1413296664.520678,s2c,173.194.68.84,443,10.0.2.15,53469,2840,0.00468195433836
1413296664.521257,s2c,173.194.68.84,443,10.0.2.15,53469,707,0.0761698592897
1413296664.527714,c2s,10.0.2.15,53469,173.194.68.84,443,162,0.0939663201349
1413296664.548221,s2c,173.194.68.84,443,10.0.2.15,53469,348,0.0980441513328
1413296664.564296,c2s,10.0.2.15,53469,173.194.68.84,443,65,0.106803936869
1413296664.564544,c2s,10.0.2.15,53469,173.194.68.84,443,529,0.108440103708
1413296664.665404,s2c,173.194.68.84,443,10.0.2.15,53469,578,0.121755984595
1413296664.668697,s2c,173.194.68.84,443,10.0.2.15,53469,549,0.13630528356
1413296664.672712,s2c,173.194.68.84,443,10.0.2.15,53469,3532,0.150124600398
1413296664.673292,s2c,173.194.68.84,443,10.0.2.15,53469,4260,0.239031389232
1413296664.675422,s2c,173.194.68.84,443,10.0.2.15,53469,6885,0.346263246658
1413296664.675853,s2c,173.194.68.84,443,10.0.2.15,53469,4248,0.51957107257
1413296664.679606,s2c,173.194.68.84,443,10.0.2.15,53469,4382,0.626500868427
1413296664.681356,s2c,173.194.68.84,443,10.0.2.15,53469,78,0.736803685151
1413296664.681637,c2s,10.0.2.15,53469,173.194.68.84,443,41,0.738767085358
1413296665.082278,c2s,10.0.2.15,53469,173.194.68.84,443,460,0.739799129056
1413296665.104708,s2c,173.194.68.84,443,10.0.2.15,53469,149,0.751378155914
1413296665.105012,s2c,173.194.68.84,443,10.0.2.15,53469,1060,0.755128753744
1413296665.105555,c2s,10.0.2.15,53469,173.194.68.84,443,41,0.781810859113
1413296672.826945,c2s,10.0.2.15,53469,173.194.68.84,443,817,0.782842902812
1413296672.827258,c2s,10.0.2.15,53469,173.194.68.84,443,710,0.803408261384
1413296672.980867,s2c,173.194.68.84,443,10.0.2.15,53469,3703,0.821280237622
1413296672.983582,c2s,10.0.2.15,53469,173.194.68.84,443,41,0.914491403831
1413296675.846202,c2s,10.0.2.15,53469,173.194.68.84,443,1460,0.915523447529
1413296675.846273,c2s,10.0.2.15,53469,173.194.68.84,443,734,0.952274271906
1413296675.890850,s2c,173.194.68.84,443,10.0.2.15,53469,730,0.970750371284
1413296675.892357,c2s,10.0.2.15,53469,173.194.68.84,443,41,0.989125783472
1413296734.008187,c2s,10.0.2.15,53469,173.194.68.84,443,41,0.99015782717
1413296734.028594,s2c,173.194.68.84,443,10.0.2.15,53469,41,0.991189870869
1413296792.330395,c2s,10.0.2.15,53469,173.194.68.84,443,41,0.992221914567
1413296792.350352,s2c,173.194.68.84,443,10.0.2.15,53469,41,0.993253958265
1413296851.347873,c2s,10.0.2.15,53469,173.194.68.84,443,41,0.994286001963
1413296851.368116,s2c,173.194.68.84,443,10.0.2.15,53469,110,0.995318045662
1413296851.369215,c2s,10.0.2.15,53469,173.194.68.84,443,45,0.998086943389
1413296851.369972,c2s,10.0.2.15,53469,173.194.68.84,443,31,0.999219674277
