timestamp,direction,srcIP,srcPort,dstIP,dstPort,packetsize,frac
1413296776.192114,c2s,10.0.2.15,52711,63.245.216.134,443,194,0.0
1413296776.261798,s2c,63.245.216.134,443,10.0.2.15,52711,2840,0.029998453688
1413296776.262228,s2c,63.245.216.134,443,10.0.2.15,52711,1532,0.469151074687
1413296776.266548,s2c,63.245.216.134,443,10.0.2.15,52711,536,0.706046080099
1413296776.268734,c2s,10.0.2.15,52711,63.245.216.134,443,214,0.788928405752
1413296776.343162,s2c,63.245.216.134,443,10.0.2.15,52711,75,0.822019483532
1413296778.301193,c2s,10.0.2.15,52711,63.245.216.134,443,533,0.833616823875
1413296778.384332,s2c,63.245.216.134,443,10.0.2.15,52711,437,0.916035255915
1413296778.385589,s2c,63.245.216.134,443,10.0.2.15,52711,53,0.983609092315
1413296778.386176,c2s,10.0.2.15,52711,63.245.216.134,443,53,0.991804546157
