timestamp,direction,srcIP,srcPort,dstIP,dstPort,packetsize,frac
1413296664.734524,c2s,10.0.2.15,42084,173.194.121.23,443,182,0.0
1413296664.766285,s2c,173.194.121.23,443,10.0.2.15,42084,2840,0.00130344481845
1413296664.766840,s2c,173.194.121.23,443,10.0.2.15,42084,1081,0.021642913414
1413296664.769862,c2s,10.0.2.15,42084,173.194.121.23,443,162,0.0293848026928
1413296664.802635,s2c,173.194.121.23,443,10.0.2.15,42084,348,0.0305450118169
1413296664.869705,c2s,10.0.2.15,42084,173.194.121.23,443,65,0.0330373128984
1413296664.869896,c2s,10.0.2.15,42084,173.194.121.23,443,561,0.033502828905
1413296664.870612,c2s,10.0.2.15,42084,173.194.121.23,443,557,0.0375205901311
1413296664.871168,c2s,10.0.2.15,42084,173.194.121.23,443,561,0.0415097042183
1413296664.871760,c2s,10.0.2.15,42084,173.194.121.23,443,589,0.0455274654444
1413296664.903408,s2c,173.194.121.23,443,10.0.2.15,42084,251,0.0497457566426
1413296664.903759,s2c,173.194.121.23,443,10.0.2.15,42084,8510,0.0515433646065
1413296664.904072,s2c,173.194.121.23,443,10.0.2.15,42084,3133,0.112490152546
1413296664.904577,s2c,173.194.121.23,443,10.0.2.15,42084,2924,0.134928024064
1413296664.905200,c2s,10.0.2.15,42084,173.194.121.23,443,41,0.155869082575
1413296664.906023,c2s,10.0.2.15,42084,173.194.121.23,443,41,0.156162715749
1413296664.909374,s2c,173.194.121.23,443,10.0.2.15,42084,2832,0.156456348922
1413296664.911683,s2c,173.194.121.23,443,10.0.2.15,42084,5802,0.17673852324
1413296664.912411,c2s,10.0.2.15,42084,173.194.121.23,443,41,0.218291198167
1413296664.934257,s2c,173.194.121.23,443,10.0.2.15,42084,357,0.21858483134
1413296664.934791,c2s,10.0.2.15,42084,173.194.121.23,443,41,0.221141588484
1413296674.471310,c2s,10.0.2.15,42084,173.194.121.23,443,432,0.221435221657
1413296674.475916,c2s,10.0.2.15,42084,173.194.121.23,443,450,0.224529112655
