timestamp,direction,srcIP,srcPort,dstIP,dstPort,packetsize,frac
1413296679.326819,s2c,173.194.37.51,443,10.0.2.15,37302,321,0.654783870448
1413296679.327498,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.660534188417
1413296690.965960,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.661268652706
1413296690.995110,s2c,173.194.37.51,443,10.0.2.15,37302,320,0.685470146714
1413296690.996284,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.69120255092
1413296704.495646,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.691937015209
1413296704.522587,s2c,173.194.37.51,443,10.0.2.15,37302,64,0.716138509217
1413296704.523067,s2c,173.194.37.51,443,10.0.2.15,37302,258,0.717284990058
1413296704.523609,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.721906740949
1413296740.534560,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.722641205238
1413296740.561712,s2c,173.194.37.51,443,10.0.2.15,37302,319,0.746842699246
1413296740.562578,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.752557189689
1413296753.780826,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.753291653978
1413296753.807196,s2c,173.194.37.51,443,10.0.2.15,37302,320,0.777493147986
1413296753.807765,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.783225552192
1413296760.992618,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.783960016481
1413296761.018756,s2c,173.194.37.51,443,10.0.2.15,37302,321,0.808161510489
1413296761.020109,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.813911828458
1413296798.138162,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.814646292747
1413296798.164664,s2c,173.194.37.51,443,10.0.2.15,37302,320,0.838847786755
1413296798.165216,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.844580190961
1413296813.003544,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.84531465525
1413296813.030140,s2c,173.194.37.51,443,10.0.2.15,37302,320,0.869516149257
1413296813.030588,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.875248553464
1413296819.899459,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.875983017753
1413296819.924663,s2c,173.194.37.51,443,10.0.2.15,37302,322,0.90018451176
1413296819.925121,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.905952743493
1413296828.484850,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.906687207782
1413296828.512423,s2c,173.194.37.51,443,10.0.2.15,37302,317,0.93088870179
1413296828.512965,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.936567364706
1413296847.322744,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.937301828995
1413296847.348882,s2c,173.194.37.51,443,10.0.2.15,37302,320,0.961503323003
1413296847.349524,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.967235727209
1413296860.680606,c2s,10.0.2.15,37302,173.194.37.51,443,1351,0.967970191498
1413296860.707468,s2c,173.194.37.51,443,10.0.2.15,37302,320,0.992171685506
1413296860.708184,c2s,10.0.2.15,37302,173.194.37.51,443,41,0.997904089712
1413296866.130565,c2s,10.0.2.15,37302,173.194.37.51,443,45,0.998638554001
1413296866.131014,c2s,10.0.2.15,37302,173.194.37.51,443,31,0.999444673343
