timestamp,direction,srcIP,srcPort,dstIP,dstPort,packetsize,frac
1413296674.503889,c2s,10.0.2.15,47659,74.125.29.132,443,192,0.0
1413296674.525224,s2c,74.125.29.132,443,10.0.2.15,47659,2840,0.0285544318858
1413296674.525542,s2c,74.125.29.132,443,10.0.2.15,47659,776,0.450922070196
1413296675.074311,c2s,10.0.2.15,47659,74.125.29.132,443,162,0.566329565735
1413296675.096421,s2c,74.125.29.132,443,10.0.2.15,47659,262,0.590422367638
1413296675.097759,s2c,74.125.29.132,443,10.0.2.15,47659,102,0.629387269482
1413296675.709806,c2s,10.0.2.15,47659,74.125.29.132,443,65,0.644556811422
1413296675.710065,c2s,10.0.2.15,47659,74.125.29.132,443,487,0.654223676383
1413296675.806042,s2c,74.125.29.132,443,10.0.2.15,47659,1721,0.726650803093
1413296675.821644,c2s,10.0.2.15,47659,74.125.29.132,443,41,0.98259964307
1413296677.680838,c2s,10.0.2.15,47659,74.125.29.132,443,45,0.988697204045
1413296677.682204,c2s,10.0.2.15,47659,74.125.29.132,443,31,0.995389649018
