timestamp,direction,srcIP,srcPort,dstIP,dstPort,packetsize,frac
1413296778.903869,c2s,10.0.2.15,44456,74.125.228.201,443,1460,0.595378708403
1413296778.904001,c2s,10.0.2.15,44456,74.125.228.201,443,194,0.599266174254
1413296778.904591,c2s,10.0.2.15,44456,74.125.228.201,443,1460,0.599782727936
1413296778.904685,c2s,10.0.2.15,44456,74.125.228.201,443,206,0.603670193788
1413296778.925561,s2c,74.125.228.201,443,10.0.2.15,44456,111,0.604218699243
1413296778.926238,s2c,74.125.228.201,443,10.0.2.15,44456,6661,0.604514253154
1413296778.927350,c2s,10.0.2.15,44456,74.125.228.201,443,41,0.62225015044
1413296778.927527,s2c,74.125.228.201,443,10.0.2.15,44456,8596,0.622359319001
1413296778.928094,s2c,74.125.228.201,443,10.0.2.15,44456,1388,0.645247439864
1413296778.928556,s2c,74.125.228.201,443,10.0.2.15,44456,5720,0.648943195071
1413296778.930013,s2c,74.125.228.201,443,10.0.2.15,44456,2860,0.664173540736
1413296778.930068,s2c,74.125.228.201,443,10.0.2.15,44456,2860,0.671788713568
1413296778.931060,s2c,74.125.228.201,443,10.0.2.15,44456,4290,0.679403886401
1413296778.931434,s2c,74.125.228.201,443,10.0.2.15,44456,1430,0.690826645649
1413296778.932462,s2c,74.125.228.201,443,10.0.2.15,44456,5720,0.694634232066
1413296778.934899,s2c,74.125.228.201,443,10.0.2.15,44456,8857,0.709864577731
1413296778.935491,s2c,74.125.228.201,443,10.0.2.15,44456,14146,0.733447649681
1413296778.935625,c2s,10.0.2.15,44456,74.125.228.201,443,41,0.771113466075
1413296778.935880,c2s,10.0.2.15,44456,74.125.228.201,443,45,0.771222634637
1413296778.936844,s2c,74.125.228.201,443,10.0.2.15,44456,5720,0.77134245379
1413296778.938014,s2c,74.125.228.201,443,10.0.2.15,44456,2860,0.786572799455
1413296778.938439,s2c,74.125.228.201,443,10.0.2.15,44456,2860,0.794187972287
1413296778.946653,s2c,74.125.228.201,443,10.0.2.15,44456,4290,0.80180314512
1413296778.947259,s2c,74.125.228.201,443,10.0.2.15,44456,8580,0.813225904368
1413296778.947542,c2s,10.0.2.15,44456,74.125.228.201,443,45,0.836071422866
1413296778.948079,s2c,74.125.228.201,443,10.0.2.15,44456,4290,0.836191242019
1413296778.948351,s2c,74.125.228.201,443,10.0.2.15,44456,5720,0.847614001267
1413296778.949527,s2c,74.125.228.201,443,10.0.2.15,44456,5720,0.862844346932
1413296778.950642,s2c,74.125.228.201,443,10.0.2.15,44456,4290,0.878074692597
1413296778.951155,s2c,74.125.228.201,443,10.0.2.15,44456,1430,0.889497451846
1413296778.951551,s2c,74.125.228.201,443,10.0.2.15,44456,5720,0.893305038262
1413296778.952087,c2s,10.0.2.15,44456,74.125.228.201,443,45,0.908535383927
1413296778.952213,s2c,74.125.228.201,443,10.0.2.15,44456,5720,0.90865520308
1413296778.953590,s2c,74.125.228.201,443,10.0.2.15,44456,5720,0.923885548745
1413296778.954445,s2c,74.125.228.201,443,10.0.2.15,44456,8580,0.93911589441
1413296778.955173,s2c,74.125.228.201,443,10.0.2.15,44456,8580,0.961961412907
1413296778.956445,s2c,74.125.228.201,443,10.0.2.15,44456,2860,0.984806931405
1413296778.956999,s2c,74.125.228.201,443,10.0.2.15,44456,2647,0.992422104237
1413296778.957549,c2s,10.0.2.15,44456,74.125.228.201,443,41,0.999470133079
1413296837.337634,c2s,10.0.2.15,44456,74.125.228.201,443,41,0.999579301641
1413296837.360432,s2c,74.125.228.201,443,10.0.2.15,44456,41,0.999688470202
1413296866.129963,c2s,10.0.2.15,44456,74.125.228.201,443,45,0.999797638764
1413296866.130268,c2s,10.0.2.15,44456,74.125.228.201,443,31,0.999917457917
